"word1"	"word2"	"freq"
"978"	"be"	"my"	6
"979"	"be"	"sure"	6
"980"	"because"	"its"	6
"981"	"before"	"i"	6
"982"	"before"	"you"	6
"983"	"best"	"of"	6
"984"	"big"	"deal"	6
"985"	"but"	"also"	6
"986"	"but"	"for"	6
"987"	"but"	"im"	6
"988"	"but"	"this"	6
"989"	"call"	"me"	6
"990"	"cant"	"believe"	6
"991"	"cant"	"do"	6
"992"	"change"	"the"	6
"993"	"comes"	"from"	6
"994"	"congrats"	"on"	6
"995"	"continue"	"to"	6
"996"	"do"	"is"	6
"997"	"do"	"u"	6
"998"	"dont"	"forget"	6
"999"	"dont"	"need"	6
"1000"	"down"	"to"	6
"1001"	"each"	"day"	6
"1002"	"each"	"other"	6
"1003"	"enjoy"	"it"	6
"1004"	"enjoy"	"the"	6
"1005"	"even"	"though"	6
"1006"	"every"	"single"	6
"1007"	"every"	"time"	6
"1008"	"feel"	"free"	6
"1009"	"few"	"days"	6
"1010"	"filled"	"with"	6
"1011"	"find"	"a"	6
"1012"	"find"	"out"	6
"1013"	"first"	"time"	6
"1014"	"follow"	"back"	6
"1015"	"for"	"one"	6
"1016"	"for"	"their"	6
"1017"	"for"	"them"	6
"1018"	"friends"	"and"	6
"1019"	"get"	"me"	6
"1020"	"get"	"on"	6
"1021"	"go"	"with"	6
"1022"	"got"	"the"	6
"1023"	"group"	"of"	6
"1024"	"had"	"an"	6
"1025"	"haha"	"i"	6
"1026"	"has"	"no"	6
"1027"	"have"	"had"	6
"1028"	"have"	"it"	6
"1029"	"he"	"will"	6
"1030"	"him"	"for"	6
"1031"	"him"	"on"	6
"1032"	"how"	"are"	6
"1033"	"how"	"is"	6
"1034"	"i"	"always"	6
"1035"	"i"	"decided"	6
"1036"	"i"	"knew"	6
"1037"	"if"	"its"	6
"1038"	"if"	"your"	6
"1039"	"im"	"doing"	6
"1040"	"in"	"front"	6
"1041"	"in"	"it"	6
"1042"	"in"	"one"	6
"1043"	"in"	"some"	6
"1044"	"into"	"my"	6
"1045"	"is"	"also"	6
"1046"	"is"	"made"	6
"1047"	"is"	"very"	6
"1048"	"it"	"seems"	6
"1049"	"it"	"when"	6
"1050"	"it"	"wont"	6
"1051"	"its"	"all"	6
"1052"	"its"	"been"	6
"1053"	"ive"	"never"	6
"1054"	"just"	"got"	6
"1055"	"just"	"like"	6
"1056"	"know"	"if"	6
"1057"	"know"	"me"	6
"1058"	"know"	"your"	6
"1059"	"let"	"the"	6
"1060"	"list"	"of"	6
"1061"	"lol"	"i"	6
"1062"	"los"	"angeles"	6
"1063"	"love"	"the"	6
"1064"	"made"	"it"	6
"1065"	"me"	"if"	6
"1066"	"me"	"it"	6
"1067"	"me"	"the"	6
"1068"	"me"	"up"	6
"1069"	"more"	"like"	6
"1070"	"my"	"book"	6
"1071"	"my"	"phone"	6
"1072"	"needed"	"to"	6
"1073"	"nice"	"to"	6
"1074"	"not"	"be"	6
"1075"	"not"	"that"	6
"1076"	"of"	"me"	6
"1077"	"oh"	"yeah"	6
"1078"	"on"	"monday"	6
"1079"	"once"	"again"	6
"1080"	"or"	"two"	6
"1081"	"order"	"to"	6
"1082"	"out"	"that"	6
"1083"	"over"	"a"	6
"1084"	"over"	"and"	6
"1085"	"people"	"that"	6
"1086"	"people"	"to"	6
"1087"	"portion"	"of"	6
"1088"	"reds"	"reds"	6
"1089"	"right"	"and"	6
"1090"	"see"	"how"	6
"1091"	"should"	"have"	6
"1092"	"shout"	"out"	6
"1093"	"since"	"i"	6
"1094"	"size"	"of"	6
"1095"	"so"	"far"	6
"1096"	"so"	"glad"	6
"1097"	"so"	"happy"	6
"1098"	"so"	"long"	6
"1099"	"some"	"more"	6
"1100"	"some"	"new"	6
"1101"	"some"	"people"	6
"1102"	"take"	"a"	6
"1103"	"talk"	"to"	6
"1104"	"tell"	"me"	6
"1105"	"tend"	"to"	6
"1106"	"than"	"a"	6
"1107"	"than"	"the"	6
"1108"	"that"	"are"	6
"1109"	"that"	"im"	6
"1110"	"that"	"this"	6
"1111"	"the"	"country"	6
"1112"	"the"	"early"	6
"1113"	"the"	"internet"	6
"1114"	"the"	"key"	6
"1115"	"the"	"main"	6
"1116"	"the"	"morning"	6
"1117"	"the"	"news"	6
"1118"	"the"	"road"	6
"1119"	"the"	"show"	6
"1120"	"the"	"size"	6
"1121"	"the"	"street"	6
"1122"	"the"	"summer"	6
"1123"	"the"	"sun"	6
"1124"	"the"	"thing"	6
"1125"	"the"	"weather"	6
"1126"	"they"	"all"	6
"1127"	"they"	"can"	6
"1128"	"things"	"that"	6
"1129"	"think"	"im"	6
"1130"	"this"	"book"	6
"1131"	"this"	"one"	6
"1132"	"to"	"another"	6
"1133"	"to"	"bring"	6
"1134"	"to"	"change"	6
"1135"	"to"	"fill"	6
"1136"	"to"	"his"	6
"1137"	"to"	"hold"	6
"1138"	"to"	"run"	6
"1139"	"to"	"show"	6
"1140"	"to"	"support"	6
"1141"	"to"	"them"	6
"1142"	"tonight"	"at"	6
"1143"	"too"	"and"	6
"1144"	"two"	"of"	6
"1145"	"type"	"of"	6
"1146"	"up"	"a"	6
"1147"	"waiting"	"for"	6
"1148"	"want"	"a"	6
"1149"	"was"	"my"	6
"1150"	"way"	"i"	6
"1151"	"we"	"love"	6
"1152"	"we"	"should"	6
"1153"	"we"	"want"	6
"1154"	"were"	"not"	6
"1155"	"when"	"are"	6
"1156"	"which"	"has"	6
"1157"	"who"	"would"	6
"1158"	"with"	"him"	6
"1159"	"work"	"with"	6
"1160"	"world"	"and"	6
"1161"	"worth"	"it"	6
"1162"	"would"	"love"	6
"1163"	"would"	"you"	6
"1164"	"you"	"as"	6
"1165"	"you"	"but"	6
"1166"	"you"	"would"	6
"1167"	"your"	"heart"	6
"1168"	"your"	"life"	6
"1169"	"a"	"bunch"	5
"1170"	"a"	"certain"	5
"1171"	"a"	"chance"	5
"1172"	"a"	"comment"	5
"1173"	"a"	"deal"	5
"1174"	"a"	"different"	5
"1175"	"a"	"group"	5
"1176"	"a"	"happy"	5
"1177"	"a"	"high"	5
"1178"	"a"	"month"	5
"1179"	"a"	"more"	5
"1180"	"a"	"party"	5
"1181"	"a"	"pretty"	5
"1182"	"a"	"series"	5
"1183"	"a"	"white"	5
"1184"	"a"	"woman"	5
"1185"	"about"	"that"	5
"1186"	"about"	"you"	5
"1187"	"about"	"your"	5
"1188"	"access"	"to"	5
"1189"	"across"	"the"	5
"1190"	"all"	"my"	5
"1191"	"all"	"you"	5
"1192"	"along"	"the"	5
"1193"	"amount"	"of"	5
"1194"	"and"	"enjoy"	5
"1195"	"and"	"he"	5
"1196"	"and"	"let"	5
"1197"	"and"	"of"	5
"1198"	"and"	"only"	5
"1199"	"and"	"two"	5
"1200"	"and"	"was"	5
"1201"	"and"	"with"	5
"1202"	"appreciate"	"it"	5
"1203"	"are"	"not"	5
"1204"	"around"	"and"	5
"1205"	"as"	"it"	5
"1206"	"as"	"this"	5
"1207"	"at"	"him"	5
"1208"	"at"	"which"	5
"1209"	"be"	"at"	5
"1210"	"become"	"a"	5
"1211"	"been"	"to"	5
"1212"	"being"	"a"	5
"1213"	"between"	"the"	5
"1214"	"black"	"and"	5
"1215"	"book"	"and"	5
"1216"	"born"	"in"	5
"1217"	"bottom"	"of"	5
"1218"	"but"	"have"	5
"1219"	"but"	"really"	5
"1220"	"but"	"then"	5
"1221"	"can"	"come"	5
"1222"	"can"	"get"	5
"1223"	"can"	"i"	5
"1224"	"can"	"only"	5
"1225"	"can"	"see"	5
"1226"	"city"	"of"	5
"1227"	"come"	"in"	5
"1228"	"come"	"on"	5
"1229"	"come"	"out"	5
"1230"	"coming"	"out"	5
"1231"	"coming"	"soon"	5
"1232"	"comment"	"on"	5
"1233"	"copy"	"of"	5
"1234"	"day"	"at"	5
"1235"	"did"	"the"	5
"1236"	"didnt"	"feel"	5
"1237"	"do"	"in"	5
"1238"	"do"	"something"	5
"1239"	"do"	"this"	5
"1240"	"do"	"we"	5
"1241"	"does"	"it"	5
"1242"	"doing"	"a"	5
"1243"	"done"	"with"	5
"1244"	"each"	"others"	5
"1245"	"enough"	"for"	5
"1246"	"even"	"a"	5
"1247"	"everyone"	"else"	5
"1248"	"everyone"	"has"	5
"1249"	"excited"	"for"	5
"1250"	"few"	"weeks"	5
"1251"	"few"	"years"	5
"1252"	"filled"	"the"	5
"1253"	"focus"	"on"	5
"1254"	"for"	"each"	5
"1255"	"for"	"him"	5
"1256"	"for"	"sharing"	5
"1257"	"for"	"something"	5
"1258"	"found"	"out"	5
"1259"	"gave"	"me"	5
"1260"	"get"	"my"	5
"1261"	"get"	"off"	5
"1262"	"get"	"up"	5
"1263"	"gets"	"to"	5
"1264"	"give"	"us"	5
"1265"	"give"	"you"	5
"1266"	"given"	"to"	5
"1267"	"glad"	"i"	5
"1268"	"go"	"into"	5
"1269"	"go"	"out"	5
"1270"	"good"	"enough"	5
"1271"	"good"	"thing"	5
"1272"	"good"	"to"	5
"1273"	"got"	"my"	5
"1274"	"great"	"day"	5
"1275"	"great"	"start"	5
"1276"	"great"	"time"	5
"1277"	"grew"	"up"	5
"1278"	"hate"	"when"	5
"1279"	"have"	"any"	5
"1280"	"have"	"not"	5
"1281"	"have"	"one"	5
"1282"	"have"	"some"	5
"1283"	"have"	"your"	5
"1284"	"he"	"had"	5
"1285"	"he"	"has"	5
"1286"	"her"	"own"	5
"1287"	"here"	"and"	5
"1288"	"heres"	"a"	5
"1289"	"him"	"a"	5
"1290"	"his"	"life"	5
"1291"	"his"	"pain"	5
"1292"	"history"	"of"	5
"1293"	"how"	"does"	5
"1294"	"how"	"i"	5
"1295"	"how"	"you"	5
"1296"	"i"	"cannot"	5
"1297"	"i"	"ever"	5
"1298"	"i"	"found"	5
"1299"	"i"	"hear"	5
"1300"	"i"	"live"	5
"1301"	"i"	"must"	5
"1302"	"i"	"never"	5
"1303"	"i"	"only"	5
"1304"	"i"	"send"	5
"1305"	"i"	"started"	5
"1306"	"i"	"took"	5
"1307"	"i"	"wanna"	5
"1308"	"i"	"wanted"	5
"1309"	"if"	"im"	5
"1310"	"if"	"they"	5
"1311"	"if"	"we"	5
"1312"	"im"	"gonna"	5
"1313"	"im"	"in"	5
"1314"	"in"	"and"	5
"1315"	"in"	"any"	5
"1316"	"in"	"mind"	5
"1317"	"in"	"nyc"	5
"1318"	"in"	"person"	5
"1319"	"in"	"school"	5
"1320"	"into"	"this"	5
"1321"	"is"	"about"	5
"1322"	"is"	"all"	5
"1323"	"is"	"awesome"	5
"1324"	"is"	"for"	5
"1325"	"is"	"ok"	5
"1326"	"is"	"on"	5
"1327"	"is"	"quite"	5
"1328"	"it"	"does"	5
"1329"	"it"	"makes"	5
"1330"	"it"	"really"	5
"1331"	"it"	"so"	5
"1332"	"it"	"too"	5
"1333"	"its"	"like"	5
"1334"	"its"	"own"	5
"1335"	"ive"	"got"	5
"1336"	"ive"	"seen"	5
"1337"	"just"	"need"	5
"1338"	"just"	"saw"	5
"1339"	"keep"	"the"	5
"1340"	"know"	"you"	5
"1341"	"learn"	"from"	5
"1342"	"lets"	"go"	5
"1343"	"life"	"of"	5
"1344"	"like"	"an"	5
"1345"	"like"	"you"	5
"1346"	"look"	"forward"	5
"1347"	"look"	"like"	5
"1348"	"me"	"but"	5
"1349"	"me"	"feel"	5
"1350"	"me"	"with"	5
"1351"	"meet"	"you"	5
"1352"	"more"	"and"	5
"1353"	"more"	"on"	5
"1354"	"much"	"for"	5
"1355"	"much"	"fun"	5
"1356"	"much"	"i"	5
"1357"	"my"	"birthday"	5
"1358"	"my"	"eyes"	5
"1359"	"my"	"god"	5
"1360"	"my"	"house"	5
"1361"	"my"	"husband"	5
"1362"	"my"	"mind"	5
"1363"	"my"	"my"	5
"1364"	"my"	"next"	5
"1365"	"my"	"son"	5
"1366"	"need"	"some"	5
"1367"	"needs"	"to"	5
"1368"	"never"	"been"	5
"1369"	"night"	"at"	5
"1370"	"night"	"i"	5
"1371"	"no"	"idea"	5
"1372"	"no"	"im"	5
"1373"	"no"	"one"	5
"1374"	"not"	"going"	5
"1375"	"nothing"	"to"	5
"1376"	"of"	"being"	5
"1377"	"of"	"fun"	5
"1378"	"of"	"love"	5
"1379"	"of"	"one"	5
"1380"	"of"	"things"	5
"1381"	"oh"	"no"	5
"1382"	"on"	"her"	5
"1383"	"on"	"saturday"	5
"1384"	"on"	"thursday"	5
"1385"	"on"	"tv"	5
"1386"	"on"	"with"	5
"1387"	"one"	"and"	5
"1388"	"one"	"i"	5
"1389"	"or"	"an"	5
"1390"	"or"	"in"	5
"1391"	"or"	"just"	5
"1392"	"or"	"when"	5
"1393"	"over"	"to"	5
"1394"	"pair"	"of"	5
"1395"	"parents"	"and"	5
"1396"	"people"	"i"	5
"1397"	"per"	"cent"	5
"1398"	"person"	"who"	5
"1399"	"picture"	"of"	5
"1400"	"pictures"	"of"	5
"1401"	"please"	"follow"	5
"1402"	"pm"	"and"	5
"1403"	"put"	"on"	5
"1404"	"put"	"the"	5
"1405"	"read"	"it"	5
"1406"	"rt"	"if"	5
"1407"	"saw"	"the"	5
"1408"	"says"	"he"	5
"1409"	"see"	"a"	5
"1410"	"see"	"it"	5
"1411"	"see"	"what"	5
"1412"	"seems"	"to"	5
"1413"	"series"	"of"	5
"1414"	"set"	"of"	5
"1415"	"share"	"the"	5
"1416"	"share"	"with"	5
"1417"	"she"	"had"	5
"1418"	"she"	"said"	5
"1419"	"should"	"go"	5
"1420"	"should"	"know"	5
"1421"	"since"	"the"	5
"1422"	"since"	"you"	5
"1423"	"so"	"if"	5
"1424"	"so"	"it"	5
"1425"	"so"	"its"	5
"1426"	"some"	"stuff"	5
"1427"	"someone"	"you"	5
"1428"	"something"	"else"	5
"1429"	"something"	"i"	5
"1430"	"something"	"you"	5
"1431"	"still"	"be"	5
"1432"	"still"	"had"	5
"1433"	"still"	"in"	5
"1434"	"story"	"of"	5
"1435"	"talk"	"about"	5
"1436"	"tell"	"you"	5
"1437"	"than"	"you"	5
"1438"	"that"	"all"	5
"1439"	"that"	"as"	5
"1440"	"that"	"doesnt"	5
"1441"	"that"	"have"	5
"1442"	"that"	"there"	5
"1443"	"thats"	"the"	5
"1444"	"the"	"act"	5
"1445"	"the"	"album"	5
"1446"	"the"	"body"	5
"1447"	"the"	"characters"	5
"1448"	"the"	"coming"	5
"1449"	"the"	"current"	5
"1450"	"the"	"earth"	5
"1451"	"the"	"final"	5
"1452"	"the"	"food"	5
"1453"	"the"	"great"	5
"1454"	"the"	"issue"	5
"1455"	"the"	"job"	5
"1456"	"the"	"list"	5
"1457"	"the"	"lovely"	5
"1458"	"the"	"month"	5
"1459"	"the"	"movies"	5
"1460"	"the"	"problem"	5
"1461"	"the"	"radio"	5
"1462"	"the"	"rt"	5
"1463"	"the"	"spirit"	5
"1464"	"the"	"streets"	5
"1465"	"the"	"times"	5
"1466"	"the"	"title"	5
"1467"	"the"	"wall"	5
"1468"	"the"	"water"	5
"1469"	"the"	"white"	5
"1470"	"the"	"window"	5
"1471"	"them"	"from"	5
"1472"	"then"	"a"	5
"1473"	"then"	"the"	5
"1474"	"then"	"you"	5
"1475"	"there"	"and"	5
"1476"	"there"	"will"	5
"1477"	"these"	"are"	5
"1478"	"they"	"do"	5
"1479"	"they"	"dont"	5
"1480"	"they"	"make"	5
"1481"	"things"	"are"	5
"1482"	"things"	"to"	5
"1483"	"think"	"of"	5
"1484"	"this"	"blog"	5
"1485"	"this"	"in"	5
"1486"	"this"	"month"	5
"1487"	"this"	"time"	5
"1488"	"this"	"was"	5
"1489"	"this"	"weekend"	5
"1490"	"thought"	"i"	5
"1491"	"thought"	"it"	5
"1492"	"thx"	"for"	5
"1493"	"to"	"add"	5
"1494"	"to"	"an"	5
"1495"	"to"	"call"	5
"1496"	"to"	"eat"	5
"1497"	"to"	"explain"	5
"1498"	"to"	"her"	5
"1499"	"to"	"him"	5
"1500"	"to"	"kill"	5
"1501"	"to"	"leave"	5
"1502"	"to"	"move"	5
"1503"	"to"	"one"	5
"1504"	"to"	"pay"	5
"1505"	"to"	"people"	5
"1506"	"to"	"post"	5
"1507"	"to"	"some"	5
"1508"	"to"	"talk"	5
"1509"	"told"	"me"	5
"1510"	"told"	"you"	5
"1511"	"trip"	"to"	5
"1512"	"two"	"days"	5
"1513"	"two"	"weeks"	5
"1514"	"u"	"have"	5
"1515"	"until"	"the"	5
"1516"	"up"	"for"	5
"1517"	"us"	"a"	5
"1518"	"us"	"in"	5
"1519"	"walk"	"away"	5
"1520"	"warm"	"weather"	5
"1521"	"was"	"an"	5
"1522"	"was"	"at"	5
"1523"	"was"	"it"	5
"1524"	"was"	"no"	5
"1525"	"was"	"really"	5
"1526"	"we"	"hope"	5
"1527"	"we"	"just"	5
"1528"	"we"	"know"	5
"1529"	"we"	"went"	5
"1530"	"welcome"	"to"	5
"1531"	"well"	"be"	5
"1532"	"went"	"on"	5
"1533"	"were"	"in"	5
"1534"	"what"	"do"	5
"1535"	"what"	"they"	5
"1536"	"what"	"would"	5
"1537"	"whats"	"up"	5
"1538"	"while"	"i"	5
"1539"	"who"	"do"	5
"1540"	"who"	"has"	5
"1541"	"who"	"i"	5
"1542"	"who"	"was"	5
"1543"	"why"	"does"	5
"1544"	"why"	"i"	5
"1545"	"why"	"is"	5
"1546"	"will"	"continue"	5
"1547"	"will"	"find"	5
"1548"	"will"	"see"	5
"1549"	"wish"	"you"	5
"1550"	"with"	"god"	5
"1551"	"with"	"no"	5
"1552"	"with"	"their"	5
"1553"	"with"	"them"	5
"1554"	"yeah"	"and"	5
"1555"	"yeah"	"i"	5
"1556"	"years"	"old"	5
"1557"	"you"	"back"	5
"1558"	"you"	"had"	5
"1559"	"you"	"just"	5
"1560"	"you"	"look"	5
"1561"	"you"	"mean"	5
"1562"	"you"	"might"	5
"1563"	"you"	"right"	5
"1564"	"you"	"so"	5
"1565"	"you"	"soon"	5
"1566"	"youll"	"be"	5
"1567"	"your"	"home"	5
"1568"	"a"	"ball"	4
"1569"	"a"	"color"	4
"1570"	"a"	"cute"	4
"1571"	"a"	"dog"	4
"1572"	"a"	"fan"	4
"1573"	"a"	"fun"	4
"1574"	"a"	"gift"	4
"1575"	"a"	"guy"	4
"1576"	"a"	"list"	4
"1577"	"a"	"natural"	4
"1578"	"a"	"place"	4
"1579"	"a"	"really"	4
"1580"	"a"	"result"	4
"1581"	"a"	"sense"	4
"1582"	"a"	"small"	4
"1583"	"a"	"somewhat"	4
"1584"	"a"	"strong"	4
"1585"	"a"	"teenager"	4
"1586"	"about"	"and"	4
"1587"	"above"	"the"	4
"1588"	"added"	"a"	4
"1589"	"after"	"all"	4
"1590"	"air"	"force"	4
"1591"	"all"	"but"	4
"1592"	"all"	"for"	4
"1593"	"all"	"in"	4
"1594"	"all"	"its"	4
"1595"	"all"	"know"	4
"1596"	"allowed"	"to"	4
"1597"	"along"	"with"	4
"1598"	"amazing"	"how"	4
"1599"	"and"	"around"	4
"1600"	"and"	"as"	4
"1601"	"and"	"can"	4
"1602"	"and"	"everyone"	4
"1603"	"and"	"family"	4
"1604"	"and"	"finally"	4
"1605"	"and"	"getting"	4
"1606"	"and"	"go"	4
"1607"	"and"	"good"	4
"1608"	"and"	"her"	4
"1609"	"and"	"make"	4
"1610"	"and"	"maybe"	4
"1611"	"and"	"new"	4
"1612"	"and"	"on"	4
"1613"	"and"	"support"	4
"1614"	"and"	"take"	4
"1615"	"and"	"took"	4
"1616"	"and"	"try"	4
"1617"	"and"	"white"	4
"1618"	"and"	"why"	4
"1619"	"and"	"work"	4
"1620"	"and"	"youre"	4
"1621"	"appreciate"	"the"	4
"1622"	"are"	"also"	4
"1623"	"are"	"doing"	4
"1624"	"are"	"more"	4
"1625"	"are"	"still"	4
"1626"	"are"	"there"	4
"1627"	"are"	"u"	4
"1628"	"are"	"we"	4
"1629"	"as"	"far"	4
"1630"	"as"	"part"	4
"1631"	"at"	"any"	4
"1632"	"at"	"first"	4
"1633"	"at"	"his"	4
"1634"	"at"	"home"	4
"1635"	"at"	"one"	4
"1636"	"at"	"our"	4
"1637"	"at"	"some"	4
"1638"	"back"	"at"	4
"1639"	"back"	"into"	4
"1640"	"back"	"up"	4
"1641"	"be"	"happy"	4
"1642"	"be"	"here"	4
"1643"	"be"	"more"	4
"1644"	"be"	"out"	4
"1645"	"be"	"too"	4
"1646"	"because"	"she"	4
"1647"	"because"	"the"	4
"1648"	"becoming"	"a"	4
"1649"	"been"	"away"	4
"1650"	"been"	"in"	4
"1651"	"behind"	"the"	4
"1652"	"being"	"in"	4
"1653"	"believe"	"it"	4
"1654"	"best"	"friend"	4
"1655"	"better"	"i"	4
"1656"	"between"	"a"	4
"1657"	"birthday"	"to"	4
"1658"	"black"	"people"	4
"1659"	"bought"	"a"	4
"1660"	"but"	"a"	4
"1661"	"but"	"in"	4
"1662"	"but"	"ive"	4
"1663"	"but"	"now"	4
"1664"	"but"	"one"	4
"1665"	"but"	"she"	4
"1666"	"but"	"thats"	4
"1667"	"but"	"we"	4
"1668"	"by"	"its"	4
"1669"	"by"	"your"	4
"1670"	"call"	"the"	4
"1671"	"came"	"home"	4
"1672"	"can"	"have"	4
"1673"	"can"	"tell"	4
"1674"	"can"	"use"	4
"1675"	"cant"	"help"	4
"1676"	"check"	"it"	4
"1677"	"checking"	"out"	4
"1678"	"children"	"have"	4
"1679"	"coming"	"up"	4
"1680"	"compared"	"to"	4
"1681"	"complain"	"about"	4
"1682"	"day"	"as"	4
"1683"	"day"	"is"	4
"1684"	"day"	"off"	4
"1685"	"day"	"with"	4
"1686"	"didnt"	"know"	4
"1687"	"didnt"	"make"	4
"1688"	"difference"	"between"	4
"1689"	"do"	"that"	4
"1690"	"does"	"anyone"	4
"1691"	"doing"	"great"	4
"1692"	"done"	"in"	4
"1693"	"dont"	"give"	4
"1694"	"dont"	"look"	4
"1695"	"dont"	"miss"	4
"1696"	"drive"	"to"	4
"1697"	"each"	"one"	4
"1698"	"either"	"side"	4
"1699"	"encounter"	"with"	4
"1700"	"enjoying"	"this"	4
"1701"	"epic"	"and"	4
"1702"	"even"	"when"	4
"1703"	"everyone"	"is"	4
"1704"	"everything"	"they"	4
"1705"	"excited"	"about"	4
"1706"	"expect"	"to"	4
"1707"	"eyes"	"and"	4
"1708"	"familiar"	"with"	4
"1709"	"fan"	"of"	4
"1710"	"far"	"from"	4
"1711"	"feel"	"so"	4
"1712"	"feeling"	"that"	4
"1713"	"felt"	"like"	4
"1714"	"few"	"months"	4
"1715"	"figure"	"out"	4
"1716"	"find"	"the"	4
"1717"	"followed"	"by"	4
"1718"	"for"	"being"	4
"1719"	"for"	"its"	4
"1720"	"for"	"kids"	4
"1721"	"for"	"lunch"	4
"1722"	"for"	"more"	4
"1723"	"for"	"not"	4
"1724"	"forget"	"to"	4
"1725"	"friday"	"and"	4
"1726"	"friday"	"night"	4
"1727"	"from"	"home"	4
"1728"	"from"	"that"	4
"1729"	"from"	"what"	4
"1730"	"from"	"you"	4
"1731"	"get"	"you"	4
"1732"	"getting"	"a"	4
"1733"	"girl"	"in"	4
"1734"	"give"	"a"	4
"1735"	"go"	"for"	4
"1736"	"going"	"down"	4
"1737"	"going"	"through"	4
"1738"	"good"	"for"	4
"1739"	"good"	"times"	4
"1740"	"got"	"to"	4
"1741"	"great"	"to"	4
"1742"	"ha"	"ha"	4
"1743"	"had"	"so"	4
"1744"	"half"	"of"	4
"1745"	"happened"	"to"	4
"1746"	"happy"	"mothers"	4
"1747"	"has"	"always"	4
"1748"	"has"	"become"	4
"1749"	"has"	"come"	4
"1750"	"has"	"never"	4
"1751"	"have"	"seen"	4
"1752"	"have"	"taken"	4
"1753"	"have"	"their"	4
"1754"	"he"	"also"	4
"1755"	"he"	"went"	4
"1756"	"head"	"and"	4
"1757"	"hear"	"the"	4
"1758"	"help"	"me"	4
"1759"	"help"	"us"	4
"1760"	"her"	"but"	4
"1761"	"here"	"are"	4
"1762"	"here"	"we"	4
"1763"	"hes"	"so"	4
"1764"	"him"	"and"	4
"1765"	"him"	"he"	4
"1766"	"him"	"out"	4
"1767"	"his"	"own"	4
"1768"	"home"	"from"	4
"1769"	"hope"	"everyone"	4
"1770"	"hope"	"that"	4
"1771"	"hope"	"to"	4
"1772"	"hoping"	"for"	4
"1773"	"hours"	"of"	4
"1774"	"how"	"did"	4
"1775"	"how"	"the"	4
"1776"	"how"	"they"	4
"1777"	"hunger"	"games"	4
"1778"	"i"	"actually"	4
"1779"	"i"	"added"	4
"1780"	"i"	"bet"	4
"1781"	"i"	"cut"	4
"1782"	"i"	"forget"	4
"1783"	"i"	"gotta"	4
"1784"	"i"	"grew"	4
"1785"	"i"	"heard"	4
"1786"	"i"	"learned"	4
"1787"	"i"	"look"	4
"1788"	"i"	"loved"	4
"1789"	"i"	"make"	4
"1790"	"i"	"put"	4
"1791"	"i"	"say"	4
"1792"	"i"	"the"	4
"1793"	"i"	"wont"	4
"1794"	"if"	"my"	4
"1795"	"if"	"she"	4
"1796"	"if"	"there"	4
"1797"	"ill"	"make"	4
"1798"	"im"	"at"	4
"1799"	"in"	"addition"	4
"1800"	"in"	"case"	4
"1801"	"in"	"college"	4
"1802"	"in"	"different"	4
"1803"	"in"	"love"	4
"1804"	"in"	"san"	4
"1805"	"in"	"to"	4
"1806"	"in"	"town"	4
"1807"	"in"	"which"	4
"1808"	"in"	"years"	4
"1809"	"inside"	"the"	4
"1810"	"intended"	"to"	4
"1811"	"into"	"your"	4
"1812"	"is"	"another"	4
"1813"	"is"	"at"	4
"1814"	"is"	"because"	4
"1815"	"is"	"he"	4
"1816"	"is"	"located"	4
"1817"	"is"	"much"	4
"1818"	"is"	"open"	4
"1819"	"is"	"our"	4
"1820"	"is"	"pretty"	4
"1821"	"is"	"probably"	4
"1822"	"is"	"such"	4
"1823"	"is"	"well"	4
"1824"	"isnt"	"a"	4
"1825"	"it"	"at"	4
"1826"	"it"	"did"	4
"1827"	"it"	"feels"	4
"1828"	"it"	"had"	4
"1829"	"it"	"isnt"	4
"1830"	"it"	"it"	4
"1831"	"it"	"or"	4
"1832"	"it"	"should"	4
"1833"	"it"	"that"	4
"1834"	"it"	"took"	4
"1835"	"it"	"well"	4
"1836"	"its"	"just"	4
"1837"	"its"	"nice"	4
"1838"	"its"	"very"	4
"1839"	"just"	"about"	4
"1840"	"just"	"because"	4
"1841"	"just"	"before"	4
"1842"	"just"	"get"	4
"1843"	"just"	"use"	4
"1844"	"kids"	"and"	4
"1845"	"know"	"about"	4
"1846"	"know"	"this"	4
"1847"	"know"	"when"	4
"1848"	"know"	"where"	4
"1849"	"know"	"why"	4
"1850"	"lack"	"of"	4
"1851"	"like"	"them"	4
"1852"	"listen"	"to"	4
"1853"	"long"	"and"	4
"1854"	"long"	"time"	4
"1855"	"long"	"way"	4
"1856"	"looking"	"at"	4
"1857"	"love"	"me"	4
"1858"	"luck"	"to"	4
"1859"	"make"	"for"	4
"1860"	"make"	"me"	4
"1861"	"makes"	"a"	4
"1862"	"makes"	"it"	4
"1863"	"many"	"other"	4
"1864"	"many"	"people"	4
"1865"	"maybe"	"i"	4
"1866"	"me"	"of"	4
"1867"	"mean"	"i"	4
"1868"	"men"	"and"	4
"1869"	"might"	"have"	4
"1870"	"might"	"not"	4
"1871"	"mind"	"i"	4
"1872"	"miss"	"u"	4
"1873"	"monday"	"night"	4
"1874"	"money"	"and"	4
"1875"	"month"	"and"	4
"1876"	"more"	"followers"	4
"1877"	"more"	"of"	4
"1878"	"morning"	"i"	4
"1879"	"most"	"people"	4
"1880"	"much"	"as"	4
"1881"	"much"	"but"	4
"1882"	"much"	"like"	4
"1883"	"my"	"father"	4
"1884"	"my"	"heart"	4
"1885"	"my"	"last"	4
