"word1"	"word2"	"word3"	"word4"	"freq"
"66716"	"which"	"you"	"will"	"cut"	1
"66717"	"while"	"all"	"to"	"be"	1
"66718"	"while"	"an"	"aggressive"	"female"	1
"66719"	"while"	"and"	"wanted"	"to"	1
"66720"	"while"	"another"	"notes"	"that"	1
"66721"	"while"	"because"	"it"	"was"	1
"66722"	"while"	"christmas"	"is"	"still"	1
"66723"	"while"	"cleaning"	"your"	"home"	1
"66724"	"while"	"covering"	"a"	"protest"	1
"66725"	"while"	"for"	"the"	"base"	1
"66726"	"while"	"had"	"said"	"no"	1
"66727"	"while"	"history"	"and"	"identity"	1
"66728"	"while"	"i"	"dont"	"advocate"	1
"66729"	"while"	"i"	"go"	"hunting"	1
"66730"	"while"	"i"	"have"	"had"	1
"66731"	"while"	"i"	"sat"	"alone"	1
"66732"	"while"	"i"	"was"	"sitting"	1
"66733"	"while"	"iipi"	"is"	"a"	1
"66734"	"while"	"im"	"so"	"sorry"	1
"66735"	"while"	"in"	"his"	"light"	1
"66736"	"while"	"in"	"protest"	"against"	1
"66737"	"while"	"it"	"doesnt"	"happen"	1
"66738"	"while"	"ive"	"considered"	"them"	1
"66739"	"while"	"keeping"	"alive"	"themselves"	1
"66740"	"while"	"later"	"i"	"found"	1
"66741"	"while"	"maintaining"	"my"	"responsibility"	1
"66742"	"while"	"making"	"his"	"dumb"	1
"66743"	"while"	"many"	"other"	"countries"	1
"66744"	"while"	"mazes"	"of"	"arrows"	1
"66745"	"while"	"mexico"	"was"	"able"	1
"66746"	"while"	"mothering"	"sunday"	"is"	1
"66747"	"while"	"not"	"born"	"in"	1
"66748"	"while"	"other"	"things"	"were"	1
"66749"	"while"	"relishing"	"the"	"sanctity"	1
"66750"	"while"	"rolling"	"his"	"eyes"	1
"66751"	"while"	"sick"	"in"	"bed"	1
"66752"	"while"	"singing"	"alt"	"for"	1
"66753"	"while"	"so"	"why"	"not"	1
"66754"	"while"	"some"	"were"	"sharp"	1
"66755"	"while"	"standing"	"over"	"a"	1
"66756"	"while"	"studying"	"for"	"finalsrealtalk"	1
"66757"	"while"	"the"	"old"	"lady"	1
"66758"	"while"	"the"	"pandavas"	"are"	1
"66759"	"while"	"the"	"patriot"	"act"	1
"66760"	"while"	"the"	"steps"	"keep"	1
"66761"	"while"	"these"	"umbrellas"	"are"	1
"66762"	"while"	"to"	"figure"	"out"	1
"66763"	"while"	"visiting"	"her"	"convict"	1
"66764"	"while"	"we"	"looked"	"for"	1
"66765"	"while"	"we"	"were"	"walking"	1
"66766"	"while"	"were"	"supposed"	"to"	1
"66767"	"while"	"whittles"	"message"	"is"	1
"66768"	"while"	"working"	"for"	"an"	1
"66769"	"while"	"you"	"have"	"it"	1
"66770"	"while"	"your"	"here"	"we"	1
"66771"	"while"	"youre"	"on"	"your"	1
"66772"	"while"	"youre"	"scrambling"	"around"	1
"66773"	"whileshe"	"be"	"neglecting"	"herkmsl"	1
"66774"	"whilst"	"counting"	"waves"	"and"	1
"66775"	"whilst"	"husband"	"and"	"miss"	1
"66776"	"whilst"	"i"	"applaud"	"the"	1
"66777"	"whilst"	"interacting"	"on"	"a"	1
"66778"	"whilst"	"ive"	"been"	"away"	1
"66779"	"whilst"	"listening"	"to"	"the"	1
"66780"	"whilst"	"wee"	"z"	"did"	1
"66781"	"whilst"	"wenger"	"refuses"	"to"	1
"66782"	"whimper"	"of"	"welcome"	"is"	1
"66783"	"whine"	"of"	"a"	"windstorm"	1
"66784"	"whiners"	"the"	"up"	"with"	1
"66785"	"whining"	"and"	"took"	"in"	1
"66786"	"whining"	"like"	"a"	"little"	1
"66787"	"whip"	"up"	"a"	"card"	1
"66788"	"whipped"	"cream"	"then"	"i"	1
"66789"	"whipped"	"up"	"a"	"batch"	1
"66790"	"whirling"	"rocket"	"going"	"up"	1
"66791"	"whirlpools"	"and"	"three"	"even"	1
"66792"	"whirring"	"helicopter"	"blades"	"witness"	1
"66793"	"whisk"	"constantly"	"until"	"the"	1
"66794"	"whiskey"	"and"	"he"	"must"	1
"66795"	"whiskey"	"in"	"louisiana"	"and"	1
"66796"	"whisper"	"tonight"	"im"	"loving"	1
"66797"	"whisper"	"trick"	"or"	"treat"	1
"66798"	"whisper"	"until"	"the"	"latter"	1
"66799"	"white"	"and"	"attorney"	"general"	1
"66800"	"white"	"argosy"	"allstory"	"weekly"	1
"66801"	"white"	"bloom"	"rachel"	"is"	1
"66802"	"white"	"chocolate"	"used"	"to"	1
"66803"	"white"	"films"	"not"	"dead"	1
"66804"	"white"	"girls"	"with"	"big"	1
"66805"	"white"	"globs"	"on"	"the"	1
"66806"	"white"	"house"	"guess"	"ill"	1
"66807"	"white"	"in"	"some"	"cases"	1
"66808"	"white"	"is"	"actually"	"a"	1
"66809"	"white"	"male"	"likely"	"straight"	1
"66810"	"white"	"one"	"and"	"i"	1
"66811"	"white"	"or"	"brown"	"or"	1
"66812"	"white"	"part"	"being"	"seethrough"	1
"66813"	"white"	"ppl"	"just"	"passed"	1
"66814"	"white"	"s"	"type"	"im"	1
"66815"	"white"	"sausages"	"then"	"pulling"	1
"66816"	"white"	"shirts"	"show"	"up"	1
"66817"	"white"	"so"	"far"	"always"	1
"66818"	"white"	"stone"	"cottage"	"with"	1
"66819"	"white"	"the"	"result"	"is"	1
"66820"	"white"	"those"	"are"	"pretty"	1
"66821"	"white"	"trues"	"all"	"white"	1
"66822"	"white"	"woman"	"should"	"use"	1
"66823"	"white"	"women"	"hispanic"	"women"	1
"66824"	"whiteflies"	"on"	"my"	"most"	1
"66825"	"whiter"	"on"	"the"	"other"	1
"66826"	"whites"	"and"	"granulated"	"sugar"	1
"66827"	"whites"	"and"	"sugar"	"with"	1
"66828"	"whitney"	"young"	"magnet"	"high"	1
"66829"	"whitneyhouston"	"videos"	"i"	"have"	1
"66830"	"whittier"	"that"	"was"	"in"	1
"66831"	"whittles"	"message"	"is"	"intended"	1
"66832"	"who"	"abhimanyu"	"married"	"at"	1
"66833"	"who"	"aims"	"at"	"nothing"	1
"66834"	"who"	"all"	"left"	"within"	1
"66835"	"who"	"among"	"my"	"tweeps"	1
"66836"	"who"	"are"	"believers"	"already"	1
"66837"	"who"	"are"	"intent"	"on"	1
"66838"	"who"	"are"	"involved"	"thats"	1
"66839"	"who"	"are"	"little"	"more"	1
"66840"	"who"	"are"	"minorities"	"ive"	1
"66841"	"who"	"are"	"reading"	"this"	1
"66842"	"who"	"are"	"the"	"ajds"	1
"66843"	"who"	"are"	"the"	"fools"	1
"66844"	"who"	"are"	"trying"	"to"	1
"66845"	"who"	"are"	"you"	"the"	1
"66846"	"who"	"are"	"you"	"using"	1
"66847"	"who"	"arent"	"is"	"the"	1
"66848"	"who"	"brought"	"it"	"to"	1
"66849"	"who"	"called"	"mr"	"griffin"	1
"66850"	"who"	"came"	"before"	"me"	1
"66851"	"who"	"came"	"out"	"today"	1
"66852"	"who"	"can"	"afford"	"the"	1
"66853"	"who"	"can"	"deal"	"with"	1
"66854"	"who"	"can"	"hold"	"a"	1
"66855"	"who"	"can"	"lay"	"a"	1
"66856"	"who"	"can"	"make"	"an"	1
"66857"	"who"	"can"	"make"	"it"	1
"66858"	"who"	"can"	"never"	"be"	1
"66859"	"who"	"can"	"truly"	"feel"	1
"66860"	"who"	"cant"	"pay"	"staff"	1
"66861"	"who"	"cares"	"if"	"its"	1
"66862"	"who"	"cares"	"that"	"im"	1
"66863"	"who"	"cheats"	"to"	"get"	1
"66864"	"who"	"claim"	"to"	"be"	1
"66865"	"who"	"comes"	"out"	"worse"	1
"66866"	"who"	"constructs"	"his"	"followers"	1
"66867"	"who"	"continued"	"to"	"rant"	1
"66868"	"who"	"continues"	"the"	"pandava"	1
"66869"	"who"	"could"	"no"	"longer"	1
"66870"	"who"	"couldnt"	"be"	"there"	1
"66871"	"who"	"create"	"books"	"with"	1
"66872"	"who"	"created"	"the"	"earth"	1
"66873"	"who"	"cures"	"a"	"disease"	1
"66874"	"who"	"defies"	"his"	"two"	1
"66875"	"who"	"definitely"	"has"	"a"	1
"66876"	"who"	"defrauded"	"the"	"bank"	1
"66877"	"who"	"delivered"	"the"	"foreigners"	1
"66878"	"who"	"disagree"	"with"	"me"	1
"66879"	"who"	"do"	"it"	"can"	1
"66880"	"who"	"do"	"not"	"have"	1
"66881"	"who"	"do"	"only"	"what"	1
"66882"	"who"	"dont"	"dabble"	"in"	1
"66883"	"who"	"dont"	"follow"	"me"	1
"66884"	"who"	"drinking"	"all"	"the"	1
"66885"	"who"	"enjoy"	"love"	"stories"	1
"66886"	"who"	"ever"	"said"	"i"	1
"66887"	"who"	"gets"	"to"	"name"	1
"66888"	"who"	"give"	"you"	"their"	1
"66889"	"who"	"got"	"out"	"to"	1
"66890"	"who"	"got"	"to"	"live"	1
"66891"	"who"	"had"	"claimed"	"self"	1
"66892"	"who"	"had"	"his"	"back"	1
"66893"	"who"	"had"	"worked"	"on"	1
"66894"	"who"	"handles"	"debt"	"collection"	1
"66895"	"who"	"has"	"endured"	"loss"	1
"66896"	"who"	"has"	"filled"	"the"	1
"66897"	"who"	"has"	"lived"	"at"	1
"66898"	"who"	"has"	"served"	"beside"	1
"66899"	"who"	"has"	"the"	"body"	1
"66900"	"who"	"have"	"been"	"unwilling"	1
"66901"	"who"	"have"	"experienced"	"the"	1
"66902"	"who"	"have"	"gone"	"through"	1
"66903"	"who"	"have"	"kept"	"me"	1
"66904"	"who"	"have"	"lost"	"their"	1
"66905"	"who"	"have"	"no"	"regard"	1
"66906"	"who"	"have"	"strokes"	"in"	1
"66907"	"who"	"have"	"taken"	"property"	1
"66908"	"who"	"have"	"to"	"go"	1
"66909"	"who"	"have"	"to"	"pretend"	1
"66910"	"who"	"he"	"can"	"see"	1
"66911"	"who"	"i"	"am"	"and"	1
"66912"	"who"	"i"	"am"	"any"	1
"66913"	"who"	"i"	"am"	"have"	1
"66914"	"who"	"i"	"had"	"nothing"	1
"66915"	"who"	"i"	"was"	"and"	1
"66916"	"who"	"in"	"one"	"instance"	1
"66917"	"who"	"introduced"	"the"	"first"	1
"66918"	"who"	"is"	"a"	"good"	1
"66919"	"who"	"is"	"a"	"victorious"	1
"66920"	"who"	"is"	"following"	"me"	1
"66921"	"who"	"is"	"following"	"the"	1
"66922"	"who"	"is"	"hitting"	"on"	1
"66923"	"who"	"is"	"my"	"daredevil"	1
"66924"	"who"	"is"	"river"	"song"	1
"66925"	"who"	"is"	"taking"	"part"	1
"66926"	"who"	"is"	"talking"	"to"	1
"66927"	"who"	"is"	"the"	"best"	1
"66928"	"who"	"is"	"the"	"dem"	1
"66929"	"who"	"is"	"this"	"playing"	1
"66930"	"who"	"is"	"your"	"hero"	1
"66931"	"who"	"just"	"dont"	"have"	1
"66932"	"who"	"just"	"made"	"a"	1
"66933"	"who"	"just"	"started"	"last"	1
"66934"	"who"	"keep"	"the"	"tributes"	1
"66935"	"who"	"kind"	"of"	"enjoyed"	1
"66936"	"who"	"knew"	"of"	"the"	1
"66937"	"who"	"knew"	"you"	"could"	1
"66938"	"who"	"knows"	"its"	"a"	1
"66939"	"who"	"lead"	"by"	"example"	1
"66940"	"who"	"lift"	"up"	"others"	1
"66941"	"who"	"likes"	"me"	"icon"	1
"66942"	"who"	"likes"	"the"	"cuse"	1
"66943"	"who"	"long"	"to"	"be"	1
"66944"	"who"	"looks"	"at"	"you"	1
"66945"	"who"	"lost"	"their"	"homes"	1
"66946"	"who"	"love"	"to"	"read"	1
"66947"	"who"	"loved"	"you"	"never"	1
"66948"	"who"	"loves"	"gis"	"tweet"	1
"66949"	"who"	"masterminded"	"the"	"deaths"	1
"66950"	"who"	"may"	"not"	"even"	1
"66951"	"who"	"may"	"not"	"know"	1
"66952"	"who"	"measures"	"various"	"birdsuntil"	1
"66953"	"who"	"moved"	"veterans"	"gerald"	1
"66954"	"who"	"need"	"critical"	"care"	1
"66955"	"who"	"need"	"it"	"she"	1
"66956"	"who"	"needs"	"his"	"skills"	1
"66957"	"who"	"needs"	"nba"	"when"	1
"66958"	"who"	"never"	"get"	"ahead"	1
"66959"	"who"	"now"	"increasingly"	"view"	1
"66960"	"who"	"owns"	"a"	"franchise"	1
"66961"	"who"	"poked"	"fun"	"at"	1
"66962"	"who"	"posts"	"regularly"	"oops"	1
"66963"	"who"	"practiced"	"virtue"	"in"	1
"66964"	"who"	"probably"	"feel"	"they"	1
"66965"	"who"	"read"	"his"	"book"	1
"66966"	"who"	"recorded"	"saysomethin"	"i"	1
"66967"	"who"	"resided"	"in"	"aurora"	1
"66968"	"who"	"seem"	"to"	"be"	1
"66969"	"who"	"served"	"us"	"on"	1
"66970"	"who"	"she"	"is"	"gosh"	1
"66971"	"who"	"show"	"up"	"to"	1
"66972"	"who"	"shows"	"aggression"	"in"	1
"66973"	"who"	"studied"	"possible"	"pill"	1
"66974"	"who"	"suddenly"	"sets"	"her"	1
"66975"	"who"	"takes"	"some"	"pictures"	1
"66976"	"who"	"the"	"movers"	"and"	1
"66977"	"who"	"the"	"six"	"lucky"	1
"66978"	"who"	"they"	"often"	"saw"	1
"66979"	"who"	"this"	"is"	"the"	1
"66980"	"who"	"this"	"viv"	"has"	1
"66981"	"who"	"tried"	"to"	"keep"	1
"66982"	"who"	"undermine"	"attack"	"or"	1
"66983"	"who"	"uses"	"his"	"artistic"	1
"66984"	"who"	"want"	"to"	"stop"	1
"66985"	"who"	"wants"	"to"	"go"	1
"66986"	"who"	"was"	"battered"	"and"	1
"66987"	"who"	"was"	"not"	"aware"	1
"66988"	"who"	"was"	"that"	"that"	1
"66989"	"who"	"was"	"unlucky"	"enough"	1
"66990"	"who"	"wasnt"	"just"	"a"	1
"66991"	"who"	"wear"	"underwearhe"	"wants"	1
"66992"	"who"	"will"	"miss"	"the"	1
"66993"	"who"	"will"	"not"	"do"	1
"66994"	"who"	"will"	"we"	"forgive"	1
"66995"	"who"	"would"	"be"	"tweeting"	1
"66996"	"who"	"would"	"it"	"be"	1
"66997"	"who"	"would"	"use"	"it"	1
"66998"	"who"	"would"	"win"	"im"	1
"66999"	"who"	"would"	"you"	"be"	1
"67000"	"who"	"would"	"you"	"like"	1
"67001"	"who"	"you"	"are"	"or"	1
"67002"	"who"	"you"	"got"	"winning"	1
"67003"	"whoa"	"dang"	"craziest"	"dreams"	1
"67004"	"whoajust"	"added"	"an"	"absolute"	1
"67005"	"whod"	"a"	"thunk"	"it"	1
"67006"	"whoever"	"follows"	"me"	"will"	1
"67007"	"whoever"	"he"	"isnt"	"with"	1
"67008"	"whoever"	"said"	"work"	"isnt"	1
"67009"	"whole"	"and"	"not"	"merely"	1
"67010"	"whole"	"by"	"ensuring"	"beers"	1
"67011"	"whole"	"day"	"so"	"i"	1
"67012"	"whole"	"days"	"early"	"also"	1
"67013"	"whole"	"head"	"sadly"	"im"	1
"67014"	"whole"	"house"	"once"	"a"	1
"67015"	"whole"	"life"	"right"	"now"	1
"67016"	"whole"	"life"	"suddenly"	"makes"	1
"67017"	"whole"	"lot"	"better"	"than"	1
"67018"	"whole"	"lot"	"to"	"prove"	1
"67019"	"whole"	"room"	"really"	"thoroughly"	1
"67020"	"whole"	"shebang"	"below"	"is"	1
"67021"	"whole"	"should"	"b"	"better"	1
"67022"	"whole"	"town"	"knows"	"your"	1
"67023"	"whole"	"universe"	"is"	"waiting"	1
"67024"	"whole"	"week"	"might"	"not"	1
"67025"	"whole"	"world"	"over"	"near"	1
"67026"	"whole"	"year"	"i"	"finally"	1
"67027"	"wholeheartedly"	"showed"	"his"	"shocking"	1
"67028"	"wholesome"	"according"	"to"	"the"	1
"67029"	"wholl"	"show"	"certain"	"things"	1
"67030"	"whom"	"i"	"feel"	"a"	1
"67031"	"whom"	"lying"	"is"	"bad"	1
"67032"	"whom"	"so"	"telling"	"the"	1
"67033"	"whom"	"the"	"park"	"was"	1
"67034"	"whom"	"to"	"and"	"even"	1
"67035"	"whoo"	"i"	"need"	"to"	1
"67036"	"whoop"	"college"	"grad"	"on"	1
"67037"	"whoop"	"whoop"	"college"	"grad"	1
"67038"	"whore"	"in"	"a"	"technical"	1
"67039"	"whorearchy"	"my"	"term"	"in"	1
"67040"	"whos"	"at"	"upstream"	"today"	1
"67041"	"whos"	"better"	"than"	"them"	1
"67042"	"whos"	"going"	"to"	"be"	1
"67043"	"whos"	"in"	"the"	"mood"	1
"67044"	"whos"	"missing"	"a"	"leg"	1
"67045"	"whos"	"that"	"girl"	"with"	1
"67046"	"whose"	"adventures"	"frequently"	"took"	1
"67047"	"whose"	"compositions"	"pushed"	"the"	1
"67048"	"whose"	"founder"	"craig"	"newmark"	1
"67049"	"whose"	"name"	"combines"	"titanic"	1
"67050"	"whose"	"these"	"faces"	"still"	1
"67051"	"whose"	"threatening"	"voices"	"are"	1
"67052"	"whosgonnalose"	"pittsburgh"	"v"	"north"	1
"67053"	"whove"	"been"	"helping"	"and"	1
"67054"	"whove"	"taken"	"my"	"book"	1
"67055"	"why"	"am"	"i"	"dying"	1
"67056"	"why"	"am"	"i"	"so"	1
"67057"	"why"	"american"	"men"	"should"	1
"67058"	"why"	"are"	"we"	"still"	1
"67059"	"why"	"are"	"we"	"supposed"	1
"67060"	"why"	"are"	"you"	"sending"	1
"67061"	"why"	"as"	"this"	"is"	1
"67062"	"why"	"cant"	"i"	"be"	1
"67063"	"why"	"did"	"i"	"bring"	1
"67064"	"why"	"did"	"this"	"version"	1
"67065"	"why"	"do"	"people"	"always"	1
"67066"	"why"	"do"	"u"	"still"	1
"67067"	"why"	"does"	"age"	"have"	1
"67068"	"why"	"does"	"everyone"	"in"	1
"67069"	"why"	"does"	"he"	"run"	1
"67070"	"why"	"does"	"it"	"smell"	1
"67071"	"why"	"does"	"my"	"entire"	1
"67072"	"why"	"doesnt"	"he"	"eat"	1
"67073"	"why"	"dont"	"you"	"clean"	1
"67074"	"why"	"dont"	"you"	"consider"	1
"67075"	"why"	"dont"	"you"	"tell"	1
"67076"	"why"	"douglas"	"keane"	"of"	1
"67077"	"why"	"girl"	"you"	"leavening"	1
"67078"	"why"	"has"	"there"	"not"	1
"67079"	"why"	"he"	"cheap"	"shotted"	1
"67080"	"why"	"he"	"proposes"	"the"	1
"67081"	"why"	"he"	"wanted"	"to"	1
"67082"	"why"	"her"	"breakfast"	"gone"	1
"67083"	"why"	"hes"	"so"	"cute"	1
"67084"	"why"	"i"	"feel"	"american"	1
"67085"	"why"	"i"	"never"	"allow"	1
"67086"	"why"	"i"	"suggested"	"sending"	1
"67087"	"why"	"i"	"think"	"this"	1
"67088"	"why"	"i"	"wiped"	"them"	1
"67089"	"why"	"im"	"not"	"a"	1
"67090"	"why"	"is"	"it"	"an"	1
"67091"	"why"	"is"	"it"	"black"	1
"67092"	"why"	"is"	"it"	"that"	1
"67093"	"why"	"is"	"it"	"the"	1
"67094"	"why"	"is"	"molly"	"weasley"	1
"67095"	"why"	"isnt"	"it"	"yet"	1
"67096"	"why"	"it"	"should"	"learnbe"	1
"67097"	"why"	"its"	"considered"	"a"	1
"67098"	"why"	"ive"	"always"	"been"	1
"67099"	"why"	"leave"	"him"	"on"	1
"67100"	"why"	"leave"	"things"	"to"	1
"67101"	"why"	"littlebear"	"is"	"and"	1
"67102"	"why"	"maybe"	"which"	"is"	1
"67103"	"why"	"not"	"bring"	"the"	1
"67104"	"why"	"not"	"have"	"a"	1
"67105"	"why"	"not"	"just"	"enjoy"	1
"67106"	"why"	"not"	"make"	"a"	1
"67107"	"why"	"oh"	"why"	"did"	1
"67108"	"why"	"on"	"earth"	"did"	1
"67109"	"why"	"please"	"answer"	"turkey"	1
"67110"	"why"	"ppl"	"love"	"this"	1
"67111"	"why"	"she"	"is"	"reassigned"	1
"67112"	"why"	"so"	"many"	"people"	1
"67113"	"why"	"so"	"that"	"everyone"	1
"67114"	"why"	"source"	"confirms"	"jarrod"	1
"67115"	"why"	"steve"	"jobs"	"just"	1
"67116"	"why"	"the"	"church"	"should"	1
"67117"	"why"	"then"	"ile"	"fit"	1
"67118"	"why"	"they"	"wouldnt"	"fit"	1
"67119"	"why"	"to"	"have"	"these"	1
"67120"	"why"	"what"	"we"	"used"	1
"67121"	"why"	"wishing"	"you"	"a"	1
"67122"	"why"	"you"	"ask"	"here"	1
"67123"	"why"	"you"	"dont"	"like"	1
"67124"	"wi"	"friday"	"night"	"at"	1
"67125"	"wi"	"is"	"hemorrhaging"	"jobs"	1
"67126"	"wich"	"was"	"so"	"needed"	1
"67127"	"wicked"	"guitar"	"player"	"playing"	1
"67128"	"wicked"	"job"	"because"	"she"	1
"67129"	"wicked"	"naughty"	"sense"	"of"	1
"67130"	"wide"	"dont"	"forget"	"to"	1
"67131"	"wide"	"eyed"	"loving"	"the"	1
"67132"	"wide"	"for"	"the"	"sake"	1
"67133"	"wide"	"marker"	"you"	"can"	1
"67134"	"wide"	"weberverse"	"listing"	"new"	1
"67135"	"widely"	"popular"	"and"	"is"	1
"67136"	"widely"	"used"	"methods"	"like"	1
"67137"	"wider"	"world"	"and"	"to"	1
"67138"	"widest"	"possible"	"range"	"of"	1
"67139"	"widow"	"he"	"is"	"still"	1
"67140"	"wife"	"and"	"family"	"behind"	1
"67141"	"wife"	"he"	"cant"	"deal"	1
"67142"	"wife"	"how"	"its"	"done"	1
"67143"	"wife"	"is"	"in"	"a"	1
"67144"	"wife"	"is"	"ok"	"with"	1
"67145"	"wife"	"it"	"is"	"learned"	1
"67146"	"wife"	"mother"	"of"	"two"	1
"67147"	"wife"	"rhonda"	"on"	"this"	1
"67148"	"wife"	"to"	"uttaraa"	"the"	1
"67149"	"wifes"	"grandfather"	"used"	"to"	1
"67150"	"wifey"	"my"	"rock"	"she"	1
"67151"	"wifi"	"and"	"better"	"airline"	1
"67152"	"wifi"	"at"	"asecs"	"proving"	1
"67153"	"wiggle"	"room"	"i"	"must"	1
"67154"	"wiggled"	"and"	"read"	"for"	1
"67155"	"wiglaf"	"and"	"beowulf"	"work"	1
"67156"	"wiglaf"	"stabs"	"it"	"in"	1
"67157"	"wikipedia"	"page"	"at"	"the"	1
"67158"	"wikipedia"	"where"	"theres"	"life"	1
"67159"	"wild"	"boy"	"strapped"	"down"	1
"67160"	"wild"	"guess"	"wonder"	"if"	1
"67161"	"wild"	"man"	"fury"	"then"	1
"67162"	"wild"	"one"	"mai"	"tais"	1
"67163"	"wilder"	"to"	"our"	"nov"	1
"67164"	"wildest"	"dreams"	"have"	"come"	1
"67165"	"wildly"	"off"	"the"	"mark"	1
"67166"	"wilfully"	"destroying"	"social"	"harmony"	1
"67167"	"wilkinson"	"who"	"called"	"mr"	1
"67168"	"will"	"a"	"who"	"do"	1
"67169"	"will"	"account"	"for"	"various"	1
"67170"	"will"	"actually"	"get"	"here"	1
"67171"	"will"	"air"	"be"	"all"	1
"67172"	"will"	"almost"	"certainly"	"deepen"	1
"67173"	"will"	"also"	"air"	"monday"	1
"67174"	"will"	"also"	"be"	"cooperating"	1
"67175"	"will"	"also"	"be"	"featured"	1
"67176"	"will"	"also"	"be"	"gasp"	1
"67177"	"will"	"alter"	"the"	"systems"	1
"67178"	"will"	"always"	"be"	"on"	1
"67179"	"will"	"always"	"be"	"the"	1
"67180"	"will"	"always"	"be"	"there"	1
"67181"	"will"	"always"	"come"	"a"	1
"67182"	"will"	"always"	"forgive"	"us"	1
"67183"	"will"	"always"	"have"	"to"	1
"67184"	"will"	"and"	"in"	"the"	1
"67185"	"will"	"and"	"not"	"his"	1
"67186"	"will"	"and"	"should"	"take"	1
"67187"	"will"	"appear"	"as"	"a"	1
"67188"	"will"	"ask"	"to"	"raise"	1
"67189"	"will"	"be"	"a"	"regular"	1
"67190"	"will"	"be"	"able"	"to"	1
"67191"	"will"	"be"	"and"	"stick"	1
"67192"	"will"	"be"	"announced"	"on"	1
"67193"	"will"	"be"	"another"	"update"	1
"67194"	"will"	"be"	"at"	"bww"	1
"67195"	"will"	"be"	"attending"	"the"	1
"67196"	"will"	"be"	"awarded"	"throughout"	1
"67197"	"will"	"be"	"back"	"soon"	1
"67198"	"will"	"be"	"back"	"with"	1
"67199"	"will"	"be"	"between"	"minutes"	1
"67200"	"will"	"be"	"chosen"	"randomly"	1
"67201"	"will"	"be"	"college"	"mission"	1
"67202"	"will"	"be"	"different"	"but"	1
"67203"	"will"	"be"	"engaged"	"from"	1
"67204"	"will"	"be"	"full"	"of"	1
"67205"	"will"	"be"	"grateful"	"you"	1
"67206"	"will"	"be"	"great"	"to"	1
"67207"	"will"	"be"	"greatly"	"noticed"	1
"67208"	"will"	"be"	"held"	"in"	1
"67209"	"will"	"be"	"his"	"intention"	1
"67210"	"will"	"be"	"home"	"for"	1
"67211"	"will"	"be"	"hosting"	"an"	1
"67212"	"will"	"be"	"i"	"feel"	1
"67213"	"will"	"be"	"in"	"br"	1
"67214"	"will"	"be"	"incorporated"	"with"	1
"67215"	"will"	"be"	"leaner"	"financially"	1
"67216"	"will"	"be"	"like"	"a"	1
"67217"	"will"	"be"	"long"	"and"	1
"67218"	"will"	"be"	"met"	"by"	1
"67219"	"will"	"be"	"met"	"johnson"	1
"67220"	"will"	"be"	"more"	"effectively"	1
"67221"	"will"	"be"	"more"	"potent"	1
"67222"	"will"	"be"	"nothing"	"it"	1
"67223"	"will"	"be"	"okay"	"and"	1
"67224"	"will"	"be"	"on"	"pennsylvania"	1
"67225"	"will"	"be"	"out"	"january"	1
"67226"	"will"	"be"	"plentiful"	"for"	1
"67227"	"will"	"be"	"required"	"to"	1
"67228"	"will"	"be"	"richer"	"in"	1
"67229"	"will"	"be"	"running"	"at"	1
"67230"	"will"	"be"	"saying"	"the"	1
"67231"	"will"	"be"	"sharing"	"my"	1
"67232"	"will"	"be"	"spilling"	"the"	1
"67233"	"will"	"be"	"sure"	"to"	1
"67234"	"will"	"be"	"telling"	"us"	1
"67235"	"will"	"be"	"the"	"death"	1
"67236"	"will"	"be"	"the"	"first"	1
"67237"	"will"	"be"	"the"	"most"	1
"67238"	"will"	"be"	"there"	"is"	1
"67239"	"will"	"be"	"this"	"mon"	1
"67240"	"will"	"be"	"two"	"girls"	1
"67241"	"will"	"be"	"visible"	"on"	1
"67242"	"will"	"be"	"won"	"by"	1
"67243"	"will"	"beat"	"them"	"using"	1
"67244"	"will"	"become"	"better"	"at"	1
"67245"	"will"	"begin"	"to"	"lose"	1
"67246"	"will"	"brown"	"evenly"	"and"	1
"67247"	"will"	"build"	"it"	"up"	1
"67248"	"will"	"but"	"i"	"know"	1
"67249"	"will"	"carry"	"her"	"across"	1
"67250"	"will"	"change"	"remote"	"view"	1
"67251"	"will"	"cheer"	"you"	"right"	1
"67252"	"will"	"clearly"	"alienate"	"the"	1
"67253"	"will"	"close"	"at"	"this"	1
"67254"	"will"	"come"	"before"	"you"	1
"67255"	"will"	"come"	"primarily"	"from"	1
"67256"	"will"	"consider"	"crime"	"statistics"	1
"67257"	"will"	"continue"	"to"	"enjoy"	1
"67258"	"will"	"continue"	"to"	"follow"	1
"67259"	"will"	"continue"	"to"	"look"	1
"67260"	"will"	"continue"	"to"	"taste"	1
"67261"	"will"	"continue"	"until"	"pm"	1
"67262"	"will"	"cost"	"a"	"lot"	1
"67263"	"will"	"cut"	"its"	"profit"	1
"67264"	"will"	"cut"	"stitch"	"into"	1
"67265"	"will"	"cut"	"ur"	"loan"	1
"67266"	"will"	"deal"	"with"	"her"	1
"67267"	"will"	"deal"	"with"	"more"	1
"67268"	"will"	"decide"	"to"	"take"	1
"67269"	"will"	"definitely"	"let"	"you"	1
"67270"	"will"	"denmark"	"be"	"the"	1
"67271"	"will"	"die"	"if"	"they"	1
"67272"	"will"	"disappoint"	"youisnt"	"it"	1
"67273"	"will"	"discover"	"there"	"is"	1
"67274"	"will"	"do"	"amazinglol"	"i"	1
